Chemicals,ChemicalsID,Length,PMID
acetone,D000096,58,"[33675374, 9462961, 25856439, 23569985, 26371759, 28592323, 28852739, 27647242, 34103155, 12625043, 36797277, 31741276, 30664814, 15141066, 31611057, 30676068, 32364069, 29361962, 15680990, 35652525, 35652525, 23220145, 32316674, 31216770, 33618379, 15635654, 36235256, 19943241, 18077467, 25860944, 28480420, 28480420, 38067568, 30441806, 25919857, 31679288, 32832548, 32832548, 18207149, 37970077, 27049956, 30767622, 36065212, 31194076, 25360754, 15799000, 23872116, 18533468, 32801568, 35890128, 16347506, 29859076, 37424569, 23687216, 32824632, 22806873, 24601669, 26082986]"
acetyl-CoA,D000105,27,"[29270733, 36800366, 27072538, 30678677, 36498951, 20003296, 30054361, 30054361, 31786301, 34546548, 34822456, 34910239, 31760682, 29440400, 19386490, 33595318, 24636053, 25482072, 29727712, 32623653, 32028654, 25601857, 30995533, 1302186, 27048394, 31815417, 14595781]"
Acetylcholine,D000109,8,"[37165297, 27088924, 32292060, 37357520, 27809277, 27809277, 21779570, 21779570]"
N-acetyl-l-cysteine,D000111,18,"[31883976, 31883976, 28901910, 28901910, 25457945, 25457945, 9237764, 23872116, 30123617, 30123617, 38043864, 9870716, 25239868, 21916504, 28219700, 19838944, 27986611, 27986611]"
N-acetyl-galactosamine,D000116,1,[37985049]
N-acetyl-D-glucosamine,D000117,10,"[33957817, 24105402, 32561469, 29195984, 31096671, 28355070, 28355070, 28355070, 33389242, 37901491]"
aconitic acid,D000156,1,[37333636]
aconitine,D000157,1,[32323892]
acridine orange,D000165,6,"[34331181, 33178020, 27617005, 35680569, 15949805, 15949805]"
acrolein,D000171,1,[26861361]
acrylates,D000179,1,[32290692]
A-C,D000186,4,"[24768282, 37381782, 28421168, 31018574]"
spectinomycin,D000198,1,[1957296]
acyl-CoA,D000214,7,"[27338328, 29498824, 29498824, 36935122, 37520361, 8277946, 36582695]"
adenine,D000225,6,"[28219521, 38112282, 1427091, 16860349, 35366116, 25404219]"
adenosine,D000241,46,"[32575649, 28219521, 28383816, 28383816, 33325724, 28336949, 25907134, 21299575, 24496007, 24603887, 38030710, 37812276, 30086344, 30086344, 28446328, 2531129, 31540336, 36008665, 34442638, 30549826, 7920699, 23933238, 35640724, 17134398, 35003004, 35633712, 32991976, 35366116, 32597697, 25068925, 25080434, 25080434, 30662735, 17853355, 29594343, 29199558, 22519596, 27801787, 21788727, 25404219, 29655683, 26870680, 24348715, 25954910, 26394068, 18778764]"
cyclic AMP,D000242,18,"[21299575, 21299575, 18539819, 18539819, 17142568, 17142568, 31540336, 36008665, 35640724, 29162465, 29162465, 36937284, 8849327, 8849327, 36755021, 25897029, 25897029, 27801787]"
ADP,D000244,3,"[27171979, 25080434, 21788727]"
3'-Adenylic acid,D000249,8,"[38067475, 35744888, 36998045, 34251173, 613925, 36423773, 36135614, 27171979]"
APS,D000250,1,[7920699]
ATP,D000255,46,"[19557154, 36919252, 28383816, 6686908, 37951298, 36983003, 27855306, 22561085, 24735443, 31732572, 21802058, 30086344, 613925, 37133783, 28515022, 27696815, 29475061, 24508532, 9556861, 26692349, 16621435, 35448853, 28320949, 36547588, 37333636, 19517454, 37108952, 35887413, 37601111, 35003004, 35633712, 14595781, 22112266, 37384526, 31969889, 32991976, 12902194, 27171979, 25080434, 34095096, 22057934, 37189446, 35931117, 29867844, 23459183, 27647012]"
corticosteroids,D000305,1,[36976202]
aflatoxin,D000348,663,"[32580753, 30293194, 24960201, 24960201, 20495914, 22227160, 22227160, 31554725, 21722090, 30986121, 11109318, 11109318, 29541880, 23477193, 23915226, 23894339, 23894339, 30732559, 30732559, 17804102, 28442441, 29258380, 37401423, 34209232, 23971211, 29674152, 28608841, 28618218, 28618218, 30825812, 21513456, 33337039, 32068947, 33756201, 33756201, 33756201, 10598070, 26071308, 26071308, 22439650, 22439650, 22439650, 20870882, 27647242, 27818262, 33929720, 30130575, 24377857, 31144067, 31144067, 27978505, 28218685, 29247055, 29247055, 29247055, 28690095, 26051490, 25525683, 25525683, 25525683, 10386364, 10386364, 21530923, 21530923, 27173296, 33563821, 28576356, 25285504, 25285504, 25285504, 20047255, 25381155, 32795262, 32795262, 29350762, 24613992, 24951444, 24951444, 15258720, 15258720, 27854283, 27854283, 29271897, 38168670, 31608890, 31608890, 18813928, 18813928, 21839392, 21839392, 18258326, 30554415, 30554415, 29412472, 17683963, 23320907, 23320907, 24412484, 11069688, 11069688, 26376763, 26805883, 26805883, 21194949, 17216451, 17216451, 21493263, 26338134, 32252249, 29652900, 26565730, 11403392, 20025654, 30900741, 30900741, 14676319, 24780887, 27768708, 22649328, 30905507, 30905507, 23207690, 31541640, 18262779, 18262779, 18667168, 16944283, 16944283, 15156025, 15156025, 23644151, 23644151, 32813277, 33153018, 33153018, 9305634, 9305634, 27213959, 12967210, 22393930, 9532734, 9532734, 16256699, 16256699, 26686623, 26686623, 19399242, 33809813, 33809813, 28582408, 22497448, 29523080, 29964151, 19238880, 32250747, 32250747, 32250747, 16715543, 31900551, 24319007, 24319007, 24319007, 26300294, 26300294, 35364185, 22651937, 22651937, 22651937, 31488075, 34955062, 34955062, 29655909, 24405210, 18076593, 18076593, 20447271, 20447271, 20447271, 37392609, 37478074, 10340828, 10340828, 29969379, 29969379, 29969379, 34678973, 34678973, 34678973, 17922303, 17922303, 23448391, 31498626, 31498626, 19010433, 19010433, 36355988, 36355988, 36355988, 36355988, 33151829, 33151829, 23743326, 25427716, 25427716, 26278397, 26278397, 22276181, 8962148, 29263278, 26537223, 11567776, 7793957, 7793957, 22289775, 22289775, 34433293, 34433293, 29088078, 29535978, 27859342, 27859342, 27859342, 37235354, 37235354, 37235354, 23804155, 10200037, 10200037, 36668881, 23334723, 23334723, 33291729, 18484303, 38166640, 23065623, 32250030, 32250030, 26512694, 26512694, 7618859, 7618859, 7618859, 99644, 37666447, 35202114, 35202114, 38112282, 38112282, 38133171, 29990635, 8047108, 36541770, 36541770, 29466626, 29466626, 29466626, 1902378, 1902378, 30658506, 30658506, 32505654, 32505654, 32505654, 22069749, 22069749, 22069749, 35697069, 35697069, 35697069, 34724043, 34724043, 34724043, 29023405, 29023405, 29023405, 20519149, 29240271, 33260849, 17660441, 37289093, 37289093, 37289093, 27020290, 24460654, 19038353, 18816056, 34747604, 34822579, 34822579, 26209694, 32423889, 24903961, 34863014, 30520983, 31546792, 31546792, 31546792, 31546792, 28257049, 28257049, 19889978, 25312859, 38225047, 17084935, 17084935, 15612624, 15612624, 21808056, 17719115, 37172387, 37172387, 19132874, 36566904, 36566904, 29492587, 29492587, 33371709, 33371709, 34742894, 34742894, 34742894, 16372010, 29869954, 29869954, 29869954, 19205484, 19205484, 29464607, 29464607, 33648196, 33648196, 33648196, 23162698, 28926946, 33166617, 33166617, 37454507, 23281343, 22904054, 24885088, 27941917, 27941917, 28725928, 16385126, 16385126, 16385126, 32930255, 32930255, 32930255, 29576068, 8074521, 8074521, 28582664, 33930837, 33930837, 31601618, 17955191, 17955191, 17955191, 17955191, 7932107, 24083787, 24083787, 24083787, 35675545, 35945939, 26152539, 36175855, 19238624, 501330, 501330, 24361827, 24361827, 24361827, 18798037, 18798037, 18798037, 20078777, 20078777, 32270463, 32270463, 32270463, 32270463, 33535580, 33535580, 33535580, 613925, 613925, 33138160, 33138160, 25986547, 23532849, 22069573, 31711484, 20735852, 20735852, 19195728, 3086727, 3086727, 7235696, 7235696, 3137153, 3137153, 3137153, 33531617, 33531617, 37797576, 37797576, 37797576, 23094106, 23094106, 30444348, 30444348, 30444348, 16944284, 16944284, 28715485, 6798444, 24378358, 24378358, 24378358, 23973838, 35729317, 22851524, 22851524, 24188233, 3103529, 3103529, 34849826, 22221359, 22221359, 22221359, 22221359, 36668827, 36668827, 36991200, 29467403, 23994319, 16944285, 37802220, 37802220, 37802220, 21707733, 30776385, 30776385, 30776385, 35397670, 31024476, 1910523, 1910523, 1910523, 30544593, 8662194, 30099586, 30099586, 33808964, 33808964, 33808964, 33808964, 33808964, 8285664, 8285664, 28345051, 28345051, 28345051, 26146190, 26146190, 26146190, 32231944, 32231944, 32231944, 18274964, 23606045, 23606045, 23606045, 7592391, 7592391, 7592391, 31818874, 17161513, 17161513, 32070028, 32070028, 32070028, 31963878, 31963878, 21038701, 21038701, 21038701, 33610633, 28117705, 20377644, 6803669, 30361280, 17886178, 17886178, 17886178, 31314691, 31314691, 31314691, 31314691, 35843028, 35843028, 28045427, 30873787, 30873787, 35490508, 25762985, 36548780, 36548780, 26416011, 30150708, 32328050, 35448853, 18486645, 16143460, 16143460, 10511551, 10511551, 32404101, 20507532, 20507532, 20507532, 34436205, 34436205, 34436205, 35324714, 35324714, 33643240, 31456789, 8643646, 8643646, 28066369, 28066369, 23430606, 28261252, 17565943, 17565943, 28582971, 28582971, 28582971, 34947037, 31001207, 31001207, 31001207, 27696419, 32117074, 36006214, 30633984, 37961029, 26327433, 35448587, 35448587, 35747731, 35747731, 33207581, 33207581, 6217643, 32121226, 32121226, 15968996, 15968996, 29564395, 31416879, 16779644, 33946240, 33946240, 37194429, 23605582, 33337481, 33337481, 30812133, 30812133, 30812133, 36675939, 19774368, 12825981, 12825981, 12825981, 12825981, 27679702, 27679702, 23605868, 37744918, 37744918, 28144235, 28144235, 28144235, 18338920, 36828414, 15281234, 15281234, 26538778, 24225645, 37312734, 30131770, 30131770, 37293851, 8597153, 23840111, 21913247, 19362635, 33412719, 33412719, 30968272, 24550905, 24550905, 23605815, 10534900, 19325828, 19325828, 19325828, 30468840, 30468840, 30468840, 37748651, 37748651, 37748651, 32963542, 23606076, 32256475, 32256475, 23605662, 23605662, 24987806, 29616053, 29616053, 37791266, 37791266, 29749305, 31512547, 31512547, 31512547, 34952071, 36429212, 36429212, 30373184, 32226415, 32226415, 35672806, 32095098, 33663294, 32296399, 32296399, 34562492, 31121952, 37206916, 37206916, 28233520, 32194520, 32194520, 32194520, 27044011, 27044011, 8822609, 26596546, 36629437, 29685276, 34840447, 34840447, 30510723, 30510723, 30510723]"
agar,D000362,155,"[24295912, 21245311, 30717215, 30289449, 21682275, 21670565, 23065607, 12088399, 27474520, 28442441, 29995241, 26331931, 33093944, 28592323, 17233750, 26880675, 26803271, 32423807, 27771579, 16003479, 15032483, 15230001, 35056708, 23744904, 21887655, 12916724, 23871859, 23871859, 16680458, 27825996, 21652743, 20047255, 31825746, 27854283, 33872940, 33484615, 34106309, 33386937, 27221133, 34798838, 34798838, 8546454, 26789361, 26338134, 29151161, 26637047, 11472940, 22687186, 17526831, 9062989, 15740082, 30806230, 16195849, 28674377, 12358494, 23396261, 7566056, 30664814, 15307685, 29356159, 26300294, 2181929, 2181929, 31023165, 6660869, 29316464, 22800680, 18095438, 30972989, 9246777, 7509786, 34595890, 28865203, 31687578, 24951723, 23342508, 9298190, 20606771, 24736731, 29779239, 24603887, 17084935, 25685962, 22904054, 36149851, 33706628, 12475276, 18798037, 35351612, 30407813, 28330281, 32387672, 18459968, 15740876, 23263569, 23263569, 33639083, 9917307, 31795147, 23730558, 31938738, 23578961, 28000056, 35423214, 33033304, 26577929, 19813054, 30237790, 22712411, 9917295, 29681740, 22754340, 19102658, 30791418, 30668330, 28439259, 24250543, 35087795, 12788752, 24300024, 27159021, 24118945, 32626638, 20815231, 28000514, 34562115, 32881085, 30636598, 31598176, 27272544, 24138171, 15078513, 35584030, 19267150, 33062385, 22582055, 34940680, 32121208, 34946110, 30154722, 34436190, 18421431, 31248813, 28365325, 23289327, 34493849, 18062256, 16538400, 31370696, 25662514, 18648671, 32130634, 32697756, 31058830, 19293251]"
agmatine,D000376,5,"[37689887, 19888824, 19888824, 25281690, 26744218]"
alamethicin,D000408,5,"[30866811, 29779239, 22994321, 28594169, 18398052]"
alanine,D000409,29,"[29196288, 26693687, 23406659, 27707428, 36680621, 33233162, 36461385, 16839576, 28916559, 26184239, 30337674, 23479415, 33645028, 30109409, 21802058, 37021806, 16333345, 34884518, 38129052, 36914328, 34073017, 34691116, 26524521, 18032784, 19919120, 35901454, 22695523, 32052973, 27910775]"
ethanol,D000431,180,"[33675374, 31786637, 37183693, 25490098, 22653584, 27005411, 30678677, 22738079, 29986518, 29986518, 24727748, 31608890, 23893324, 11392490, 31138126, 37974074, 24387860, 21531033, 30664814, 27475444, 31654841, 35864195, 15787255, 24172060, 34586180, 28436321, 37120186, 25117531, 17103156, 17103156, 15141066, 26638966, 20645805, 18454138, 14625794, 35807510, 37075084, 37821148, 20606771, 29361962, 29361962, 34347199, 30296072, 37888476, 27044336, 28873596, 15647601, 28830094, 21786136, 24193053, 34292980, 32316674, 16333345, 17636932, 31542822, 26985927, 33855554, 21720823, 37366079, 37366079, 20735852, 19092204, 29067677, 36722662, 35576219, 35576219, 6422823, 32998304, 33467133, 28845770, 30388793, 31553036, 11870853, 34543848, 16361250, 20580869, 22190851, 32122336, 27240384, 6370959, 29844402, 35671583, 21281165, 37367682, 36451566, 29579121, 16696668, 19459082, 31151174, 24031942, 15464425, 7766082, 30884702, 33340944, 32708105, 26350032, 37154753, 37154753, 37154753, 37154753, 37232471, 26676687, 26098102, 25308280, 15013410, 31488109, 33411984, 37333636, 32155845, 24151782, 15799000, 36314940, 36314940, 37213499, 38142854, 37891614, 37610366, 27272544, 27192145, 35890128, 29859076, 37490243, 37426966, 38048022, 34436190, 36985337, 37055840, 27128202, 22282629, 36496681, 31622696, 15487928, 27402683, 24371454, 25912848, 26035099, 23747096, 26709153, 16962782, 26807743, 12616600, 25029345, 31374354, 29048673, 32160646, 19147108, 30392748, 16289471, 16289471, 31533688, 32289476, 27801787, 22181840, 21540101, 21540101, 32856730, 28167294, 30037018, 22866120, 30317981, 29743060, 26082986, 18313195, 19501273, 31679287, 31679287, 30710588, 31993159, 22464013, 22464013, 26559860, 23661989, 29715599, 30769922, 30769922, 26349514, 30405049, 25185869, 22624604, 29549725]"
methanol,D000432,151,"[2211911, 24934634, 22899505, 10409050, 21351753, 24301768, 23775636, 23569985, 23569985, 29893085, 28852739, 30744547, 25236288, 28958507, 18343466, 32896082, 33355891, 16680458, 28648623, 25248548, 15189291, 29986518, 26030999, 29175758, 32969574, 12625043, 35078584, 31112560, 2341093, 8470139, 3597582, 30664814, 23059877, 34576923, 29091863, 15030190, 15752641, 34656507, 17103156, 23457797, 36637545, 22320163, 32739396, 35335230, 24206732, 38202796, 25222744, 23342508, 25027706, 33263896, 23901908, 36900961, 25982420, 23692767, 35678834, 21031261, 36631103, 36631103, 19464777, 28330281, 29953356, 24599183, 34520340, 19862669, 30444348, 17066796, 26756189, 37495305, 36454319, 35576219, 35397670, 15740876, 23263569, 20580869, 22190851, 32122336, 2254865, 37367682, 24011431, 35013035, 27293085, 508294, 28222890, 6668334, 31679288, 36013971, 23730558, 29494964, 7586054, 31125207, 22991673, 36235056, 37154753, 32329701, 37252901, 26220632, 16347989, 30050508, 36582695, 30767622, 32719949, 27703452, 28751896, 33918943, 24250543, 15799000, 35494752, 38093524, 25943486, 33532357, 30332474, 30332474, 21294820, 24663118, 23204619, 23204619, 29859076, 29859076, 29204223, 25898319, 34900941, 38048022, 14643798, 37055840, 32824632, 35756060, 25431341, 27754712, 25368794, 12734623, 28603127, 20093034, 25437304, 29232973, 11866103, 24547933, 24547933, 22293124, 22293124, 30699961, 17590297, 17590297, 18313195, 26394068, 29963318, 19838944, 32003038, 21704694, 32479001, 23460242, 30993725]"
1-propanol,D000433,3,"[33675374, 29490607, 23664264]"
alcohol,D000438,87,"[25704770, 33675374, 30031475, 22439650, 12662098, 28593175, 30417238, 29882162, 31986045, 30994190, 30994190, 34103155, 29971945, 26291267, 12777069, 24780887, 33921591, 35914151, 32656593, 22290648, 33309650, 30014920, 10340828, 21857543, 27896581, 24079174, 31611057, 24308451, 29490607, 23353656, 1819047, 21421532, 35470606, 35255883, 18990252, 33640805, 33577666, 28830094, 21786136, 34292980, 12430770, 33216385, 36149851, 20735852, 20735852, 9377489, 3398532, 24060467, 26072923, 29303991, 21081066, 11870853, 27209040, 16696668, 508294, 15625725, 15713011, 6668334, 24031942, 22704988, 30050508, 22924897, 32269554, 31892111, 34549993, 28844340, 28985572, 12226501, 1367126, 8158169, 30704622, 36079659, 8893341, 24477283, 19325828, 16346812, 34118631, 35939744, 11823198, 36092146, 31622696, 30392748, 21540101, 26349515, 26349515, 31276724, 24180549]"
Pentanol,D000439,2,"[19329984, 19329984]"
butanol,D000440,13,"[23296917, 32896082, 12026171, 31204359, 31134356, 20549796, 9666174, 30767622, 23024405, 32410087, 16899239, 32856730, 32856730]"
octanol,D000442,1,[37981018]
aldehyde,D000447,31,"[25704770, 33675374, 30031475, 33218994, 30994190, 34100180, 24287995, 33233743, 21857543, 20102147, 33558649, 1819047, 35773185, 33577666, 33216385, 4073900, 20735852, 9377489, 35988726, 3553159, 11870853, 23160088, 37154753, 10955726, 28844340, 12226501, 37266016, 16346812, 28285516, 32226415, 24387703]"
alginate,D000464,13,"[30227935, 3289565, 35279636, 16483254, 11341310, 11341310, 21685161, 32089576, 31405015, 33310406, 29261011, 32697756, 29270249]"
alkaloids,D000470,200,"[30145251, 30182226, 34419561, 26935258, 30518125, 33596801, 32114663, 34006149, 27548127, 27548127, 35649283, 17464044, 32272624, 35733285, 23569985, 23236844, 34013420, 34436300, 33139652, 25977213, 24532297, 23417725, 36916003, 27382779, 32851959, 30744547, 21993281, 34822516, 35460457, 35588520, 35746878, 35426966, 31947564, 31947564, 22999178, 24941164, 29882162, 20446033, 30015071, 27538469, 35466873, 27248330, 25594287, 34609530, 32090436, 20028480, 31717922, 31717922, 28098779, 24552269, 22361202, 23662444, 17346759, 30259213, 36947936, 36947936, 32562008, 32562008, 34132180, 26688468, 24607355, 27020867, 33021301, 3597582, 27873003, 34822583, 14520965, 20527468, 21193844, 31922733, 31922733, 3718602, 35063731, 30688448, 30896331, 34656507, 23457797, 22658281, 27896581, 33669319, 20645805, 25338676, 34613839, 33811268, 32562510, 32562510, 34595890, 32049975, 22577974, 29992882, 20606771, 35470606, 27757508, 35987279, 35866211, 25675512, 36248243, 34209734, 27822460, 27633747, 29721500, 26506361, 34001006, 34884518, 20118373, 34865573, 28873258, 33877446, 16870766, 31569458, 20722388, 34530618, 30645191, 26550846, 29199255, 32880738, 26571694, 33197848, 15740876, 31826512, 23924710, 23924710, 34947073, 24513861, 24513861, 33070347, 35701557, 36060779, 23543048, 35094261, 34829230, 32329701, 33809254, 36452922, 26577929, 35516645, 30237790, 35845638, 18256493, 30123207, 33261217, 34512086, 33809189, 31530977, 30166924, 27980580, 26124556, 12788752, 33494367, 36079565, 34356949, 33471319, 29925808, 27898308, 28394295, 33996375, 31892111, 34186116, 22536197, 35604500, 32881085, 36249774, 29480081, 19660768, 22091538, 33925060, 33925060, 24138171, 28846659, 33372869, 22404468, 30689053, 27330378, 33477910, 16038192, 29186612, 27785778, 27807434, 35218388, 11434213, 35144288, 20139738, 35744705, 29407230, 28869082, 27507594, 34415221, 12049232, 33807415, 20183299, 27530743, 35343832, 26983347, 23189746, 22282629, 31480508, 28603127, 32697756, 25951057, 30008132]"
alkanes,D000473,13,"[28644879, 37587700, 27020867, 36607403, 31166012, 21156025, 35942863, 36228969, 35988726, 30199317, 30868071, 32643096, 36549230]"
alkene,D000475,15,"[35649283, 35583291, 23488669, 30994190, 11375024, 34641623, 12634789, 34076737, 30199317, 26332841, 23085423, 37437628, 30868071, 17379718, 37261606]"
akyl-alkyl,D000476,6,"[37001015, 29550883, 36228969, 37232471, 36327116, 37367838]"
alkyne,D000480,5,"[37103358, 11375024, 34641623, 35928402, 37232471]"
Allantoin,D000481,2,"[33374845, 4911442]"
allopurinol,D000493,2,"[35430257, 29275696]"
alloxan,D000496,5,"[23325103, 20355042, 24174985, 24174985, 24761950]"
allylamines,D000499,2,"[16964330, 32370108]"
Al,D000535,10,"[25563836, 23953993, 31741276, 35638725, 35695596, 29602643, 29602643, 35247098, 37828121, 37055840]"
aluminum oxide,D000537,5,"[35906994, 35906994, 6068124, 29306327, 31907779]"
amanitins,D000546,1,[28715095]
amantadine,D000547,1,[35059528]
ambroxol,D000551,1,[23872116]
amides,D000577,31,"[11960184, 28613244, 34258698, 29104243, 18929651, 33921591, 31922733, 21857543, 36216138, 30054361, 963626, 25222744, 30508758, 24060467, 37504693, 23806109, 34822389, 26755737, 33810439, 30991991, 37695377, 28359246, 29997599, 26991928, 26263697, 26263697, 26263697, 32643096, 29216824, 12064735, 29209902]"
